type,output_path,prompt,width,height,transparent
npc,public/assets/dante/npcs/cavalcanti.png,中世纪意大利贵族诗人卡瓦尔坎蒂，三十余岁，白衣银边长袍，清高傲岸，眼神锐利忧郁，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/npcs/forese.png,中世纪佛罗伦萨市民福雷塞，三十岁圆脸，粗呢外衣，举酒杯大笑，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/npcs/boniface.png,中世纪老年教皇卜尼法斯八世，金色三重冠，华丽刺绣披风，手持权杖，居高临下威压神情，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/npcs/corso_donati.png,中世纪佛罗伦萨武人贵族科尔索多纳蒂，五十岁，深红束腰长衣，手按剑柄，鹰视狼顾凶悍，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/npcs/henry_vii.png,中世纪神圣罗马皇帝亨利七世，四十岁清瘦高贵，铁王冠，银色铠甲金色披风，眼含疲惫的理想主义，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/npcs/cangrande_young.png,中世纪意大利少年贵公子坎格兰德，十五岁，华丽猎装，腕上立猎鹰，明朗大方笑容，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/npcs/guido_novello.png,中世纪拉文纳领主圭多诺韦洛，四十岁文雅，锦缎长袍，双手执书卷执弟子礼，谦和敬重，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/npcs/pietro_adult.png,中世纪意大利青年文士彼得罗，三十岁，朴素长袍，眉目有鹰钩鼻遗传而更柔和，神情忧郁，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/npcs/antonia_nun.png,中世纪年轻修女，本笃会黑袍白头巾，双手交叠胸前，面容平静似有内光，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/npcs/scribe.png,中世纪抄写员，中年，手指沾墨渍，捧信纸双手微抖，神情惶恐，粗布长衣，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/npcs/friar_messenger.png,中世纪方济各会修士，灰褐色粗布长袍束绳腰带，双手捧公函卷轴，神情恭谨，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/events/1265_firenze/npcs/father_alighieri.png,中世纪佛罗伦萨小贵族放贷人，四十岁，褐色长袍腰挂算袋，神情疲惫精明，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/events/1265_firenze/npcs/veteran_montaperti.png,中世纪独臂老兵，六十岁，旧皮甲，讲古比划神情，饱经风霜，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/events/1265_firenze/npcs/priest_baptistery.png,中世纪老教士，黑色长袍，慈和笑容，手持念珠，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/events/1265_firenze/npcs/neighbor_woman.png,中世纪市民妇人，中年，亚麻头巾围裙，爱说闲话的热络神情，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/events/1265_firenze/npcs/vendor_florence.png,中世纪佛罗伦萨布行商贩，三十岁精干，展示一匹呢绒，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/events/1283_beatrice/npcs/lady_companion.png,中世纪佛罗伦萨少女，浅色长裙，温婉微笑，贵族女伴装束，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/events/1295_arte/npcs/guild_clerk.png,中世纪行会老书记，戴水晶片眼镜，执羽笔与登记簿，一丝不苟，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/events/1295_arte/npcs/bookseller.png,中世纪书商，中年，怀抱一摞皮面抄本，热情推销神情，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/events/1295_arte/npcs/apothecary.png,中世纪药剂师，皮围裙持铜药杵，好奇打量神情，身旁药草袋，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/events/1300_priore/npcs/fellow_prior.png,中世纪佛罗伦萨执政官，五十岁，深红官袍白头巾，双手递出名单卷轴，忧心忡忡，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/events/1302_esilio/npcs/papal_attendant.png,中世纪教廷紫衣侍从神甫，三十岁，低声耳语手势，眼神闪烁，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/events/1302_esilio/npcs/white_refugee.png,中世纪落魄贵族难民，锦衣破损带烟熏痕，怀抱包袱，惊魂未定，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/events/1308_inferno/npcs/steward_scala.png,中世纪宫廷管家，锦袍腰挂钥匙串，皮笑肉不笑，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/events/1308_inferno/npcs/jester_scala.png,中世纪宫廷弄臣，红黄杂色衣，铃铛帽，讥诮坏笑，单手叉腰，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/events/1308_inferno/npcs/white_envoy.png,中世纪流亡党使者，风尘仆仆半甲，神情激愤，手握拳，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/events/1313_impero/npcs/bologna_scholar.png,中世纪博洛尼亚大学学者，蓝色学袍方帽，持抄本，辩论手势，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
npc,public/assets/dante/events/1315_amnistia/npcs/landlady_girl.png,中世纪意大利小姑娘，十岁，粗布连衣裙，仰头天真发问神情，全身立绘，含双脚，露出鞋履，站立姿,768,1280,true
bg,public/assets/dante/events/1265_firenze/backgrounds/lectern_1373.png,中世纪教堂内讲坛夜景，烛光摇曳，讲坛上摊开巨大泥金抄本，一束暖光从高窗落在讲坛，四周昏暗听众剪影，庄重静谧,1920,1080,false
bg,public/assets/dante/events/1265_firenze/backgrounds/firenze_battistero.png,中世纪佛罗伦萨圣乔万尼八角洗礼堂前市集广场，晨光，白绿大理石几何镶嵌外墙，人流摊贩，远处石塔林立,1920,1080,false
bg,public/assets/dante/events/1265_firenze/backgrounds/casa_alighieri.png,中世纪意大利小贵族宅邸书房内景，木格窗透春日光，斜面书桌羊皮纸抄本，墙挂織毯，静谧,1920,1080,false
bg,public/assets/dante/events/1265_firenze/backgrounds/comic_cacciaguida.png,连环画四格横构图：中世纪旧城墙钟楼晨钟/主妇纺锤织机/十字军骑士出征旗帜/教堂婴儿受洗，泥金抄本边框分格,1920,1080,false
bg,public/assets/dante/events/1283_beatrice/backgrounds/ponte_arno.png,中世纪佛罗伦萨阿诺河石桥晨景，薄雾，桥拱倒影，金色晨光洒河面，桥头行人稀少,1920,1080,false
bg,public/assets/dante/events/1283_beatrice/backgrounds/campaldino_field.png,中世纪意大利平原战场远景，尘土蔽日，长矛如林，骑兵冲锋剪影，军旗猎猎，远山，戏剧性天光,1920,1080,false
bg,public/assets/dante/events/1283_beatrice/backgrounds/comic_beatrice_death.png,连环画三格横构图：清晨空无一人的石桥头/白衣白花送葬队列过街/烛光下伏案人物剪影，泥金抄本边框分格，哀婉,1920,1080,false
bg,public/assets/dante/events/1295_arte/backgrounds/arte_medici.png,中世纪医药行会大厅内景，高大药柜陶罐，黄铜天平，斜面登记台，彩色玻璃窗光斑,1920,1080,false
bg,public/assets/dante/events/1295_arte/backgrounds/ponte_vecchio_dusk.png,中世纪佛罗伦萨老桥暮色，桥上木构店铺挑灯，河面金紫色晚霞倒影，剪影行人,1920,1080,false
bg,public/assets/dante/events/1300_priore/backgrounds/roma_porta_giubileo.png,1300年中世纪罗马城门禧年，朝圣人流如蚁分两列过桥，尘土与金色夕照，城墙塔楼，旗帜,1920,1080,false
bg,public/assets/dante/events/1300_priore/backgrounds/san_pietro_old.png,中世纪老圣彼得大教堂广场（早期巴西利卡式长方形教堂带前廊中庭，非文艺复兴穹顶），香烟缭绕，朝圣者跪拜,1920,1080,false
bg,public/assets/dante/events/1300_priore/backgrounds/palazzo_priori.png,中世纪佛罗伦萨执政官厅内景，石砌高窗，长木桌散落文书火漆，铁烛台，深色木顶,1920,1080,false
bg,public/assets/dante/events/1300_priore/backgrounds/dark_forest.png,幽暗森林，扭曲高大古木遮天蔽日，藤蔓缠绕，唯远处山顶透一线金色晨光，压抑而有希望,1920,1080,false
bg,public/assets/dante/events/1300_priore/backgrounds/comic_selva.png,连环画三格横构图：烛光下官袍男子伏案/案头文书幻化为藤蔓枝条/男子立于幽暗森林回首，泥金抄本边框分格，超现实,1920,1080,false
bg,public/assets/dante/events/1302_esilio/backgrounds/papal_hall.png,中世纪教皇接见厅，金色马赛克半穹顶，红斑岩石柱，高台宝座逆光，压迫感构图,1920,1080,false
bg,public/assets/dante/events/1302_esilio/backgrounds/inn_snow_night.png,中世纪意大利城外驿站雪夜，窗透橘色篝火光，屋檐冰凌，远处山丘上城市塔楼剪影，孤寂,1920,1080,false
bg,public/assets/dante/events/1308_inferno/backgrounds/verona_scala_court.png,中世纪维罗纳斯卡拉宫廊庭，燕尾形雉堞，远处宴席灯火人影，前景廊柱阴影下空席，疏离视角,1920,1080,false
bg,public/assets/dante/events/1308_inferno/backgrounds/gate_of_hell.png,巨大阴森石拱门矗立荒原，门楣暗刻铭文凹槽，门内深渊隐约红光，铅灰色天空，压迫感,1920,1080,false
bg,public/assets/dante/events/1308_inferno/backgrounds/study_candle.png,中世纪客居斗室夜景，一烛如豆，斜面书桌稿纸散落，墨水壶羽笔，窗外一弯冷月,1920,1080,false
bg,public/assets/dante/events/1313_impero/backgrounds/milano_incoronazione.png,中世纪米兰教堂加冕大典，铁王冠高举祭坛，烛海，帝国鹰旗与人群，金色庄严,1920,1080,false
bg,public/assets/dante/events/1313_impero/backgrounds/buonconvento_camp.png,中世纪军营灵帐夜景，黑纱垂帐，帐内烛光棺椁剪影，帐外甲士垂首持矛剪影，哀重,1920,1080,false
bg,public/assets/dante/events/1315_amnistia/backgrounds/lodging_courtyard.png,中世纪意大利小院清晨，葡萄架漏下光斑，石砌水井，矮墙外南望远山，宁静中有乡愁,1920,1080,false
bg,public/assets/dante/events/1321_ravenna/backgrounds/ravenna_pineta.png,拉文纳海岸松林，笔直高大松干如殿堂立柱，金色光柱斜射林间薄雾，静谧神圣,1920,1080,false
bg,public/assets/dante/events/1321_ravenna/backgrounds/ravenna_mosaic.png,拜占庭式教堂金色马赛克内景，深蓝星空穹顶金色十字，烛光反射马赛克闪烁，神圣,1920,1080,false
bg,public/assets/dante/events/1321_ravenna/backgrounds/heaven_exam.png,天堂抽象场景，纯白金色同心光环层层展开，三团柔和光焰环绕中央虚位，光线放射，神圣极简,1920,1080,false
bg,public/assets/dante/events/1321_ravenna/backgrounds/comic_tredici_canti.png,连环画四格横构图：梦中白衣长者微笑/长者手指卧室墙壁/掀开壁毯露出壁龛霉黄手稿/最后一页手迹特写金光，泥金抄本边框分格,1920,1080,false
bg,public/assets/dante/maps/dante_general_map.png,手绘中世纪波特兰海图风格意大利全图，羊皮纸底色，标注佛罗伦萨罗马维罗纳拉文纳米兰等城市小图标，海域画帆船海怪装饰，边缘留白供图钉,1920,1080,false
bg,public/assets/dante/maps/route_1300_giubileo.png,手绘中世纪风格路线图，佛罗伦萨到罗马，沿途锡耶纳等城镇小图标，红色虚线路径，羊皮纸底色,1920,1080,false
bg,public/assets/dante/maps/route_1302_ritorno.png,手绘中世纪风格路线图，罗马向北至锡耶纳道路，冬季灰蓝色调，羊皮纸底色，路径留白,1920,1080,false
bg,public/assets/dante/maps/route_1313_enrico.png,手绘中世纪风格行军路线图，阿尔卑斯山口经米兰至罗马再到布翁孔文托，帝国鹰旗小图标沿途，羊皮纸底色,1920,1080,false
prop,public/assets/dante/props/sentenza_scroll.png,画面里只有一个物件居中，无人物，一卷展开的中世纪羊皮纸判决书，红色火漆封印垂带，边缘卷曲，暗示拉丁文书写但无可读文字,1024,1024,true
prop,public/assets/dante/props/amnistia_scroll.png,画面里只有一个物件居中，无人物，中世纪官方羊皮纸卷轴与一顶灰白纸质悔罪帽并置,1024,1024,true
prop,public/assets/dante/props/epistole_letters.png,画面里只有一个物件居中，无人物，三封叠放的中世纪信件，红色火漆印，一支白色鹅毛笔斜放其上,1024,1024,true
prop,public/assets/dante/props/aeneid_codex.png,画面里只有一个物件居中，无人物，厚重棕色皮面中世纪抄本半开，泥金装饰首字母页面，书口有铜扣,1024,1024,true
prop,public/assets/dante/props/spindle_wool.png,画面里只有一个物件居中，无人物，中世纪旧木纺锤缠绕米白色羊毛线,1024,1024,true
prop,public/assets/dante/props/laurel_crown.png,画面里只有一个物件居中，无人物，月桂枝叶编成的桂冠，叶片带几点金箔光泽,1024,1024,true
prop,public/assets/dante/props/florin_coin.png,画面里只有一个物件居中，无人物，一枚金色弗罗林金币，正面百合花纹，边缘磨损,1024,1024,true
prop,public/assets/dante/props/mosaic_fragment.png,画面里只有一个物件居中，无人物，一块金底深蓝星形马赛克残片，小方块镶嵌肌理清晰,1024,1024,true
prop,public/assets/dante/props/moldy_manuscript.png,画面里只有一个物件居中，无人物，一叠受潮发黄的手稿纸，边缘褐色霉斑，字迹模糊暗示,1024,1024,true
prop,public/assets/dante/props/lectern_codex.png,画面里只有一个物件居中，无人物，摊开的大开本中世纪泥金抄本，装饰华丽的边框页面，无可读文字,1024,1024,true
