type,output_path,prompt,width,height,transparent
prop,public/assets/props/book_wenxuan.png,"画面里只有一个物件居中,无人物,无装饰图案,几片唐代竹简,用红绳串接半摊开,深褐色竹片上若隐若现的墨字",1024,1024,True
prop,public/assets/props/paper_failed.png,"画面里只有一个物件居中,无人物,无装饰图案,一团揉皱的泛黄宣纸,纸团形状不规则,纸上隐约有墨字",1024,1024,True
prop,public/assets/props/wine_jar.png,"画面里只有一个物件居中,无人物,无装饰图案,一个朴素的唐代陶质酒坛,圆腹收口,深褐色,坛口系一道红绳",1024,1024,True
prop,public/assets/props/wine_cup.png,"画面里只有一个物件居中,无人物,无装饰图案,一个唐代黑漆木耳杯,椭圆形带两侧月牙耳,内壁朱红色",1024,1024,True
prop,public/assets/props/sword.png,"画面里只有一个物件居中,无人物,无装饰图案,一柄唐代长剑出鞘斜置,银色剑身,黑色鲨鱼皮剑鞘,黄铜剑首与剑格",1024,1024,True
prop,public/assets/props/scroll_imperial.png,"画面里只有一个物件居中,无人物,无装饰图案,一卷唐代圣旨诏书,深黄绫面带云纹,两端朱红轴头,半展开露出空白绫面,红绳系扎",1024,1024,True
prop,public/assets/props/brush_inkstone.png,"画面里只有一个物件居中,无人物,无装饰图案,一支竹管狼毫毛笔,旁边一方端石砚台,再旁一锭长方松烟墨,三件文房并排",1024,1024,True
prop,public/assets/props/dafu_scroll.png,"画面里只有一个物件居中,无人物,无装饰图案,一卷唐代手稿,半展开露出密布楷书墨字的宣纸,卷轴用红绳系扎",1024,1024,True
prop,public/assets/props/military_dispatch.png,"画面里只有一个物件居中,无人物,无装饰图案,一只深褐色圆筒形皮制军报筒,顶端红色封口,筒口插一支羽毛",1024,1024,True
prop,public/assets/props/petition.png,"画面里只有一个物件居中,无人物,无装饰图案,一份唐代奏疏,白色宣纸折叠展开,纸上密布楷书墨字,文末有一方朱红印章",1024,1024,True
prop,public/assets/props/helmet_broken.png,"画面里只有一个物件居中,无人物,无装饰图案,一顶破损的唐代乌纱幞头,黑色软纱有裂口,帽体微歪",1024,1024,True
prop,public/assets/props/spear.png,"画面里只有一个物件居中,无人物,无装饰图案,一杆唐代长矛,黑漆木杆笔直,顶端银色矛头,杆尾系一束红色流苏",1024,1024,True
prop,public/assets/props/letter_jiashu.png,"画面里只有一个物件居中,无人物,无装饰图案,一封唐代家书,粗麻纸折叠未拆,封口处一枚红色火漆印",1024,1024,True
prop,public/assets/props/thatched_roof_piece.png,"画面里只有一个物件居中,无人物,无装饰图案,几束散开的枯黄色茅草,呈风中飘飞的形态",1024,1024,True
prop,public/assets/props/wine_cup_empty.png,"画面里只有一个物件居中,无人物,无装饰图案,一个唐代黑漆木耳杯空置横卧,内壁朱红色,空无一物",1024,1024,True
prop,public/assets/props/walking_stick.png,"画面里只有一个物件居中,无人物,无装饰图案,一根唐代老人木杖,深褐色弯曲树枝制成,顶端微膨呈手握形",1024,1024,True
prop,public/assets/props/boat_oar.png,"画面里只有一个物件居中,无人物,无装饰图案,一支唐代木船桨,深色硬木长杆,一端宽扁桨叶",1024,1024,True
prop,public/assets/props/medicine_bowl.png,"画面里只有一个物件居中,无人物,无装饰图案,一只朴素唐代陶碗,碗中盛深褐色汤药,碗旁散落几片药材",1024,1024,True
dufu,public/assets/characters/dufu/youth/standing.png,"唐代青年文士杜甫约二十五岁,全身立绘,含双脚,站立姿,瘦削方正脸庞,剑眉,眼神深邃带憧憬,长发束起戴布巾,白色襕衫腰束革带,手负于身后远望,意气风发",768,1280,True
dufu,public/assets/characters/dufu/youth/drinking.png,"唐代青年文士杜甫约三十岁,半身立绘,瘦削方正脸庞,剑眉,眼神微醺微笑,长发束起戴布巾,浅青襕衫领口微敞,右手举酒杯近唇,洒脱欢愉",768,1024,True
dufu,public/assets/characters/dufu/scholar/standing.png,"唐代中年文士杜甫约三十六岁,全身立绘,含双脚,站立姿,瘦削方正脸庞,蓄短须,眉宇间带忧思,深青襕衫戴软脚幞头,腰束革带,手抱书卷于胸前端正持卷",768,1280,True
dufu,public/assets/characters/dufu/scholar/writing.png,"唐代中年文士杜甫约三十九岁,半身坐姿,瘦削方正脸庞,蓄短须,眉头微锁专注,深青襕衫戴软脚幞头,案前提笔欲书,夜灯柔光照面",768,1024,True
dufu,public/assets/characters/dufu/scholar/dejected.png,"唐代中年文士杜甫约三十六岁,半身立绘,瘦削方正脸庞,蓄短须,眼角下垂神情失意,深青襕衫戴软脚幞头,双手垂于身前,头微低,落寞",768,1024,True
dufu,public/assets/characters/dufu/official/standing.png,"唐代官员杜甫约四十五岁,全身立绘,含双脚,站立姿,瘦削方正脸庞,蓄整齐短须,神情端正紧绷,身穿绿色八品官袍配玉带,戴乌纱幞头,腰束革带,手持笏板",768,1280,True
dufu,public/assets/characters/dufu/official/kneeling.png,"唐代官员杜甫约四十五岁,半身跪奏姿,瘦削方正脸庞,蓄短须,神情坚定凝重,绿色八品官袍配玉带,戴乌纱幞头,双手捧笏板举至胸前,正面端跪",768,1024,True
dufu,public/assets/characters/dufu/drift/walking.png,"唐代漂泊文士杜甫约四十八岁,全身立绘,含双脚,行走姿,憔悴瘦削脸庞须发花白,神情疲惫,旧灰麻布袍系草绳,戴破旧布巾,左手拄木杖,背包袱,沧桑步履",768,1280,True
dufu,public/assets/characters/dufu/drift/holding_child.png,"唐代中年文士杜甫约五十岁,半身立绘,瘦削脸庞须发花白,神情温柔怜爱,旧灰麻布袍,左臂怀抱约四岁小女,小女靠在父亲肩头,温暖父爱",768,1024,True
dufu,public/assets/characters/dufu/drift/writing.png,"唐代中年文士杜甫约四十九岁,半身坐姿,瘦削脸庞须发花白,神情专注沉静,旧灰麻布袍,案前提笔写诗,茅屋柔暖光线",768,1024,True
dufu,public/assets/characters/dufu/drift/grief.png,"唐代中年文士杜甫约四十七岁,半身立绘,憔悴脸庞须发凌乱,神情悲恸,左手掩面,右手垂下握紧布卷,旧深灰麻布袍染尘,泪痕在脸颊",768,1024,True
dufu,public/assets/characters/dufu/drift/drinking_alone.png,"唐代中年文士杜甫约五十三岁,半身立绘,憔悴瘦削脸庞须发花白,神情孤寂,旧深灰麻布袍,右手举空酒杯凝视,眉头深锁,孤独萧索",768,1024,True
dufu,public/assets/characters/dufu/old/sitting.png,"唐代老年诗人杜甫约五十六岁,全身坐姿,扶杖坐于江边石上,瘦骨嶙峋须发全白,神情苍凉远眺,破旧深褐麻袍,双脚露草鞋,身侧木杖,登高望远",768,1280,True
dufu,public/assets/characters/dufu/old/dying.png,"唐代老年诗人杜甫约五十八岁,半身病榻倚靠姿,干瘦脸庞须发全白,病容憔悴眼神空远,破旧深褐袍,身披旧布衾,手中半握诗稿,船舱微弱灯光,悲凉宁静",768,1024,True
